time_sec,value
22.865208,8.955224
22.992237,8.955224
23.119266,8.955224
23.246295,8.955224
23.373324,8.955224
23.500353,8.955224
23.627382,8.955224
23.754411,8.955224
23.881440,8.955224
24.008469,8.955224
24.135498,8.955224
24.262526,8.955224
24.389555,8.955224
24.516584,8.825438
24.643613,8.825438
24.770642,8.955224
24.897671,8.955224
25.024700,8.955224
25.151729,8.955224
25.278758,8.955224
25.405787,8.955224
25.532816,8.955224
25.659845,8.955224
25.786874,8.955224
25.913903,8.955224
26.040932,8.955224
26.167960,8.955224
26.294989,8.955224
26.422018,8.955224
31.376147,7.787151
31.503176,7.787151
31.630205,7.787151
31.757234,7.787151
31.884263,7.787151
32.011291,7.787151
32.138320,7.787151
32.265349,7.787151
32.392378,6.878650
32.519407,6.878650
32.646436,6.878650
32.773465,6.878650
32.900494,6.878650
33.027523,6.878650
33.154552,6.878650
33.281581,6.878650
33.408610,6.878650
33.535639,6.878650
33.662668,7.657365
33.789697,7.657365
33.916725,7.657365
34.043754,7.657365
34.170783,7.657365
34.297812,7.657365
34.424841,7.657365
34.551870,7.657365
34.678899,7.657365
34.805928,7.657365
35.441073,7.657365
35.568102,7.657365
35.695131,7.787151
35.822159,7.787151
35.949188,7.787151
36.076217,7.787151
36.203246,7.787151
36.330275,7.787151
36.457304,7.787151
36.584333,7.787151
36.711362,7.787151
36.838391,7.787151
36.965420,7.787151
37.092449,7.787151
37.219478,7.787151
37.346507,7.787151
37.473536,7.787151
37.600565,7.787151
37.727594,7.787151
37.854622,7.787151
37.981651,7.787151
38.108680,7.787151
38.235709,7.787151
38.362738,7.787151
38.489767,7.787151
38.616796,7.722258
38.743825,7.657365
38.870854,7.657365
38.997883,7.657365
39.124912,7.657365
39.251941,7.657365
39.378970,7.657365
39.505999,7.657365
39.633028,7.657365
39.760056,7.657365
39.887085,7.657365
40.903317,8.306295
41.030346,8.306295
41.157375,8.306295
41.284404,8.306295
41.411433,8.306295
41.538462,8.306295
41.665490,8.306295
41.792519,8.306295
41.919548,8.176509
42.046577,8.176509
42.173606,8.046723
42.300635,8.046723
