time_sec,value
0.000000,13.951979
0.127029,13.951979
0.254058,13.951979
0.381087,13.951979
0.508116,13.951979
0.635145,13.562622
0.762174,13.562622
0.889203,13.173264
1.016231,13.173264
1.143260,13.043478
1.270289,13.043478
1.397318,13.043478
1.524347,13.043478
1.651376,12.394549
1.778405,12.394549
1.905434,12.134977
2.032463,12.134977
2.159492,11.875406
2.286521,11.875406
2.413550,11.745620
2.540579,11.745620
2.667608,11.875406
2.794637,11.875406
2.921665,11.875406
3.048694,11.875406
3.175723,11.875406
3.302752,11.875406
3.429781,11.875406
3.556810,11.875406
3.683839,11.875406
3.810868,11.875406
3.937897,11.875406
4.064926,11.875406
4.191955,11.875406
4.318984,11.875406
4.446013,11.745620
4.573042,11.745620
4.700071,11.745620
4.827100,11.745620
4.954128,11.745620
5.081157,11.745620
6.478476,11.745620
6.605505,11.745620
6.732534,11.745620
6.859562,11.745620
6.986591,11.745620
7.113620,11.745620
7.240649,11.745620
7.367678,11.745620
8.002823,11.745620
8.129852,11.745620
8.256881,11.745620
8.383910,11.745620
8.510939,11.745620
8.637968,11.745620
8.764996,11.745620
8.892025,11.745620
9.019054,11.615834
9.146083,11.615834
9.273112,11.486048
9.400141,11.486048
9.527170,11.226476
9.654199,11.226476
9.781228,11.096690
9.908257,11.096690
10.035286,11.096690
10.162315,11.096690
10.289344,11.096690
10.416373,11.096690
10.543402,11.096690
10.670430,11.096690
10.797459,11.096690
10.924488,11.096690
11.051517,11.096690
11.178546,11.096690
11.305575,11.096690
11.432604,11.096690
11.559633,11.096690
11.686662,11.096690
11.813691,11.096690
11.940720,11.096690
12.067749,11.096690
12.194778,11.096690
12.321807,11.096690
12.448836,11.096690
12.575865,11.096690
12.702893,11.096690
12.829922,11.096690
12.956951,11.096690
13.083980,11.096690
13.211009,11.096690
13.338038,11.096690
13.465067,11.096690
13.592096,11.096690
13.719125,11.096690
13.846154,11.096690
13.973183,11.096690
14.100212,11.096690
14.227241,11.096690
14.354270,11.226476
14.481299,11.226476
14.608327,11.226476
14.735356,11.226476
14.862385,11.226476
14.989414,11.226476
15.116443,11.226476
15.243472,11.226476
15.370501,11.226476
15.497530,11.226476
15.624559,11.096690
15.751588,11.096690
15.878617,11.096690
16.005646,11.096690
16.132675,11.096690
16.259704,11.096690
16.386733,11.096690
16.513761,11.096690
16.640790,11.096690
16.767819,11.096690
16.894848,11.096690
17.021877,11.096690
17.148906,11.096690
17.275935,11.096690
17.402964,11.096690
17.529993,11.096690
17.657022,11.096690
17.784051,11.096690
17.911080,11.096690
18.038109,11.096690
18.165138,11.096690
18.292167,11.096690
18.419195,11.096690
18.546224,11.096690
18.673253,11.096690
18.800282,11.096690
18.927311,11.096690
19.054340,11.096690
19.181369,11.096690
19.308398,11.096690
19.435427,11.096690
19.562456,11.096690
19.689485,11.096690
19.816514,11.096690
19.943543,11.096690
20.070572,11.096690
20.197601,11.096690
20.324629,11.096690
20.451658,11.226476
20.578687,11.226476
20.705716,11.226476
20.832745,11.226476
20.959774,11.226476
21.086803,11.226476
21.213832,11.226476
21.340861,11.226476
21.467890,11.226476
21.594919,11.226476
21.721948,11.226476
21.848977,11.226476
21.976006,11.096690
22.103035,11.096690
22.230064,11.096690
22.357092,11.096690
22.484121,11.096690
22.611150,11.096690
22.738179,11.096690
22.865208,11.096690
22.992237,11.096690
23.119266,11.096690
23.246295,11.096690
23.373324,11.096690
23.500353,11.096690
23.627382,11.096690
23.754411,11.226476
23.881440,11.226476
24.008469,11.226476
24.135498,11.226476
24.262526,11.226476
24.389555,11.226476
24.516584,11.226476
24.643613,11.226476
24.770642,11.096690
24.897671,11.096690
25.024700,10.577547
25.151729,10.577547
25.278758,10.577547
25.405787,10.577547
25.532816,10.317975
25.659845,10.317975
25.786874,9.798832
25.913903,9.798832
26.040932,9.798832
26.167960,9.798832
26.294989,9.798832
26.422018,9.798832
26.549047,9.798832
26.676076,9.798832
26.803105,9.798832
26.930134,9.798832
27.057163,9.798832
27.184192,9.798832
27.311221,9.798832
27.438250,9.798832
27.565279,9.798832
27.692308,9.798832
27.819337,9.798832
27.946366,9.798832
28.073394,9.798832
28.200423,9.798832
28.327452,9.798832
28.454481,9.798832
28.581510,9.798832
28.708539,9.798832
28.835568,9.798832
28.962597,9.798832
31.376147,9.798832
31.503176,9.798832
31.630205,9.928618
31.757234,9.928618
31.884263,10.058404
32.011291,10.058404
32.138320,10.058404
32.265349,10.058404
32.392378,10.058404
32.519407,10.058404
32.646436,10.058404
32.773465,10.058404
33.154552,9.798832
33.281581,9.798832
33.408610,9.798832
33.535639,9.798832
33.662668,9.798832
33.789697,9.798832
33.916725,9.798832
34.043754,9.798832
34.170783,9.798832
34.297812,9.798832
34.424841,9.798832
34.551870,9.798832
34.678899,9.798832
34.805928,9.798832
35.187015,9.798832
35.314044,9.798832
35.441073,9.798832
35.568102,9.798832
35.695131,9.798832
35.822159,9.798832
35.949188,9.798832
36.076217,9.798832
36.203246,9.798832
36.330275,9.798832
36.457304,9.798832
36.584333,9.798832
36.711362,9.798832
36.838391,9.798832
36.965420,9.798832
37.092449,9.798832
43.316867,9.928618
43.443896,9.928618
43.570924,9.928618
43.697953,9.928618
43.824982,9.928618
43.952011,9.928618
44.079040,9.928618
44.206069,9.863725
44.333098,9.798832
44.460127,9.798832
44.587156,9.798832
44.714185,9.798832
44.841214,9.798832
44.968243,9.798832
45.095272,9.798832
45.222301,9.798832
45.349330,9.798832
45.476359,9.733939
47.635850,9.798832
47.762879,9.798832
47.889908,9.928618
48.016937,9.928618
48.143966,9.928618
48.270995,9.928618
48.398024,9.928618
48.525053,9.928618
48.652082,9.928618
48.779111,9.928618
48.906140,9.928618
49.033169,9.863725
49.160198,9.798832
54.749471,9.798832
54.876500,9.798832
55.003529,9.798832
55.130558,9.798832
55.257586,9.798832
55.384615,9.798832
55.511644,9.798832
55.638673,9.798832
55.765702,9.798832
55.892731,9.798832
57.544107,9.798832
57.671136,9.798832
57.798165,9.928618
57.925194,9.928618
58.052223,10.058404
58.179252,10.058404
58.306281,10.058404
58.433310,10.058404
58.560339,10.058404
58.687368,10.058404
58.814397,10.058404
58.941426,10.058404
59.322512,11.031798
59.449541,11.421155
59.576570,11.421155
59.703599,11.421155
59.830628,11.421155
59.957657,11.810513
60.084686,11.810513
60.211715,11.810513
60.338744,11.810513
60.465773,11.810513
60.592802,11.810513
60.719831,11.810513
60.846860,11.810513
60.973888,11.810513
61.100917,11.810513
61.227946,11.810513
61.354975,11.810513
61.482004,11.810513
61.609033,11.810513
61.736062,11.810513
61.863091,11.810513
61.990120,11.810513
62.117149,11.810513
62.244178,11.810513
62.371207,11.810513
62.498236,11.810513
62.625265,11.810513
62.752294,11.810513
62.879323,11.810513
63.006351,11.810513
63.133380,11.810513
63.260409,11.810513
63.387438,11.810513
63.514467,12.589228
63.641496,12.589228
63.768525,12.589228
63.895554,12.589228
64.022583,12.589228
64.149612,12.589228
64.276641,12.589228
64.403670,12.589228
64.530699,12.589228
64.657728,12.589228
64.784757,12.589228
64.911785,12.589228
65.038814,12.589228
65.165843,12.589228
65.292872,12.589228
65.419901,12.589228
65.546930,12.524335
65.673959,12.459442
65.800988,12.459442
65.928017,12.459442
66.055046,12.589228
66.182075,12.589228
66.309104,12.589228
66.436133,12.589228
66.563162,12.589228
66.690191,12.589228
66.817219,12.589228
66.944248,12.589228
67.071277,12.589228
67.198306,12.589228
67.325335,12.589228
67.452364,12.589228
67.579393,12.589228
67.706422,12.589228
67.833451,12.589228
67.960480,12.589228
68.087509,12.589228
68.214538,12.589228
68.341567,12.589228
68.468596,12.589228
68.595625,12.589228
68.722653,12.589228
68.849682,12.589228
68.976711,12.589228
69.103740,12.589228
69.230769,12.589228
69.357798,12.589228
69.484827,12.589228
69.611856,12.589228
69.738885,12.589228
69.865914,12.589228
69.992943,12.589228
70.119972,12.589228
70.247001,12.589228
70.374030,12.589228
70.501059,12.589228
70.628088,12.589228
70.755116,12.589228
70.882145,12.589228
71.009174,12.589228
71.136203,12.589228
71.263232,12.589228
71.390261,12.589228
71.517290,12.589228
71.644319,12.589228
71.771348,12.589228
71.898377,12.589228
72.025406,12.589228
72.152435,12.589228
72.279464,12.589228
72.406493,12.589228
72.533522,12.589228
72.660550,12.524335
72.787579,12.459442
72.914608,12.589228
73.041637,12.589228
73.168666,12.589228
73.295695,12.589228
73.422724,12.589228
73.549753,12.589228
73.676782,12.589228
73.803811,12.589228
73.930840,12.589228
74.057869,12.589228
74.184898,12.589228
74.311927,12.589228
74.438956,12.524335
74.565984,12.459442
74.693013,12.978585
74.820042,12.978585
74.947071,12.978585
75.074100,12.978585
75.201129,13.497729
75.328158,13.497729
75.455187,13.757300
75.582216,13.757300
75.709245,13.757300
75.836274,13.757300
75.963303,13.757300
76.090332,13.757300
76.217361,13.757300
76.344390,13.757300
76.471418,13.757300
76.598447,13.757300
76.725476,13.757300
76.852505,13.757300
76.979534,13.757300
77.106563,13.757300
77.233592,13.757300
77.360621,13.757300
77.487650,13.757300
77.614679,13.757300
77.741708,13.757300
77.868737,13.757300
77.995766,13.757300
78.122795,13.757300
78.249824,13.757300
78.376853,13.757300
78.503881,13.757300
78.630910,13.757300
78.757939,13.757300
78.884968,13.757300
79.011997,13.757300
79.139026,13.757300
79.266055,13.757300
79.393084,13.757300
79.520113,13.757300
79.647142,13.757300
79.774171,13.757300
79.901200,13.757300
80.028229,13.757300
80.155258,13.757300
80.282287,13.757300
80.409315,13.757300
80.536344,13.757300
80.663373,13.757300
80.790402,13.757300
80.917431,13.757300
81.044460,13.757300
81.171489,13.757300
81.298518,13.757300
81.425547,13.757300
81.552576,13.627515
81.679605,13.627515
81.806634,13.757300
81.933663,13.757300
82.060692,13.757300
82.187721,13.757300
82.314749,13.757300
82.441778,13.757300
82.568807,13.757300
82.695836,13.757300
82.822865,13.627515
82.949894,13.627515
83.076923,12.978585
83.203952,12.978585
83.330981,12.978585
83.458010,12.978585
83.585039,12.978585
83.712068,12.978585
83.839097,12.978585
83.966126,12.978585
84.093155,12.978585
84.220183,12.978585
84.347212,12.978585
84.474241,12.978585
84.601270,12.848799
84.728299,12.848799
84.855328,12.978585
84.982357,12.978585
85.109386,12.978585
85.236415,12.978585
85.363444,12.978585
85.490473,12.978585
85.617502,12.978585
85.744531,12.978585
85.871560,12.978585
85.998589,12.978585
86.125618,12.978585
86.252646,12.978585
86.379675,12.978585
86.506704,12.978585
86.633733,12.978585
86.760762,12.978585
86.887791,12.978585
87.014820,12.978585
87.141849,12.978585
87.268878,12.978585
87.395907,12.978585
87.522936,12.978585
87.649965,12.978585
87.776994,12.978585
87.904023,12.978585
88.031052,12.978585
88.158080,12.978585
88.285109,12.978585
88.412138,12.978585
88.539167,12.978585
88.666196,12.978585
88.793225,12.978585
88.920254,12.978585
89.047283,12.978585
89.174312,12.978585
89.301341,12.978585
89.428370,12.978585
89.555399,12.978585
89.682428,12.589228
89.809457,12.589228
89.936486,12.199870
90.063514,12.199870
90.190543,12.070084
90.317572,12.070084
90.444601,11.810513
90.571630,11.810513
90.698659,11.810513
90.825688,11.810513
