time_sec,value
3.302752,121.524880
3.429781,121.524880
3.556810,121.524880
3.683839,121.524880
3.810868,121.524880
3.937897,121.524880
4.064926,121.524880
4.191955,121.524880
4.318984,121.482076
4.573042,121.439272
4.700071,121.439272
4.827100,121.439272
4.954128,121.439272
5.081157,121.439272
5.208186,121.439272
5.335215,121.439272
5.462244,121.439272
5.589273,120.797218
5.716302,120.711610
5.843331,120.711610
5.970360,120.668807
6.097389,118.913858
6.224418,118.913858
6.351447,118.913858
6.478476,118.913858
6.859562,118.271803
6.986591,118.314607
7.113620,121.096843
7.240649,121.139647
7.367678,121.268058
7.494707,121.310861
7.621736,121.310861
7.748765,121.310861
7.875794,123.237025
8.002823,123.279829
8.129852,124.777956
8.256881,124.777956
8.383910,124.777956
8.510939,124.777956
8.637968,124.777956
8.764996,127.303371
8.892025,127.303371
9.019054,128.673087
9.146083,128.673087
9.273112,128.844302
9.400141,128.844302
9.527170,128.844302
9.654199,128.844302
9.781228,128.844302
9.908257,128.844302
10.035286,128.844302
10.162315,128.844302
10.289344,128.844302
10.416373,128.844302
10.543402,128.844302
10.670430,128.844302
10.797459,129.828785
10.924488,129.828785
11.051517,129.828785
11.178546,129.828785
11.305575,129.828785
11.432604,129.828785
11.559633,129.828785
11.686662,129.828785
11.813691,129.828785
11.940720,129.828785
12.067749,129.828785
12.194778,129.828785
12.321807,129.785982
12.448836,129.785982
12.575865,127.645800
12.702893,127.602996
12.829922,126.618513
12.956951,126.618513
13.083980,126.618513
13.211009,126.618513
13.338038,126.618513
13.465067,126.618513
13.592096,126.789727
13.719125,126.789727
13.846154,126.875334
13.973183,126.875334
14.100212,127.217764
14.227241,127.217764
14.354270,128.245051
14.481299,128.245051
14.608327,128.330658
14.735356,128.330658
14.862385,128.416265
14.989414,128.416265
15.116443,129.101124
15.243472,129.101124
15.370501,129.101124
15.497530,129.101124
15.624559,129.828785
15.751588,129.828785
15.878617,132.739433
16.005646,132.782236
16.132675,132.867844
16.259704,132.867844
16.386733,132.867844
16.513761,132.867844
16.640790,133.081862
16.767819,133.124666
16.894848,133.167469
17.021877,133.210273
17.148906,134.194757
17.275935,134.194757
17.402964,134.194757
17.529993,134.194757
17.657022,134.194757
17.784051,134.194757
17.911080,134.194757
18.038109,134.194757
18.165138,134.194757
18.292167,134.194757
18.419195,134.194757
18.546224,134.194757
18.673253,133.980738
18.800282,133.980738
18.927311,133.980738
19.054340,133.980738
19.181369,133.638309
19.308398,133.638309
19.435427,133.295880
19.562456,133.295880
19.689485,128.330658
19.816514,128.330658
19.943543,128.330658
20.070572,128.330658
20.197601,127.303371
20.324629,127.260567
20.451658,127.217764
20.578687,127.174960
20.705716,124.777956
20.832745,124.777956
20.959774,124.563938
21.086803,124.563938
21.213832,124.563938
21.340861,124.521134
21.467890,124.307116
21.594919,121.738898
21.721948,121.738898
21.848977,120.711610
21.976006,120.711610
22.103035,120.711610
22.230064,120.711610
22.357092,120.711610
22.484121,120.711610
22.611150,118.913858
22.738179,118.913858
22.865208,118.913858
22.992237,118.913858
23.119266,118.913858
23.246295,118.913858
23.373324,122.380952
23.500353,122.423756
23.627382,122.466560
23.754411,122.509363
23.881440,122.552167
24.008469,122.594971
24.135498,124.521134
24.262526,124.777956
24.389555,124.777956
24.516584,124.777956
24.643613,124.777956
24.770642,124.777956
24.897671,124.777956
25.024700,129.101124
