time_sec,value
0.127029,38.371336
0.254058,38.371336
0.381087,38.371336
0.508116,38.371336
0.635145,38.371336
0.762174,38.371336
0.889203,38.371336
1.016231,38.371336
1.143260,38.371336
1.270289,38.371336
1.397318,38.371336
1.524347,38.371336
1.651376,38.371336
1.778405,38.371336
1.905434,38.371336
2.032463,38.371336
2.159492,38.371336
2.286521,38.371336
2.413550,38.371336
2.540579,38.371336
2.667608,38.371336
2.794637,38.371336
2.921665,38.371336
3.048694,38.371336
3.175723,38.371336
3.302752,38.371336
3.429781,38.371336
3.556810,38.371336
3.683839,38.371336
3.810868,38.371336
3.937897,38.371336
4.064926,38.371336
4.191955,38.371336
4.318984,38.371336
4.446013,38.371336
4.573042,38.371336
4.700071,38.371336
4.827100,38.371336
4.954128,38.371336
5.081157,38.371336
5.208186,38.371336
5.335215,38.371336
5.462244,38.371336
5.589273,38.371336
5.716302,38.371336
5.843331,38.371336
5.970360,38.371336
6.097389,38.371336
6.224418,38.371336
6.351447,38.371336
6.478476,38.371336
6.605505,38.371336
6.732534,38.371336
6.859562,38.371336
6.986591,38.371336
7.113620,38.371336
7.240649,38.371336
7.367678,38.371336
7.494707,38.371336
7.621736,38.371336
7.748765,38.371336
7.875794,38.371336
8.002823,38.371336
8.129852,38.306189
8.256881,38.241042
8.383910,38.241042
8.510939,38.371336
8.637968,38.371336
8.764996,38.371336
8.892025,38.371336
9.019054,38.371336
9.146083,38.371336
9.273112,38.371336
9.400141,38.371336
9.527170,38.371336
9.654199,38.371336
9.781228,38.371336
9.908257,38.371336
10.035286,38.371336
10.162315,38.371336
10.289344,38.371336
10.416373,38.371336
10.543402,38.371336
10.670430,38.371336
10.797459,38.371336
10.924488,38.371336
11.051517,38.371336
11.178546,38.371336
11.305575,38.371336
11.432604,38.306189
11.559633,37.589577
11.686662,37.589577
11.813691,37.589577
11.940720,37.589577
12.067749,37.589577
12.194778,37.589577
12.321807,37.589577
12.448836,37.524430
12.575865,37.459283
12.702893,37.459283
12.829922,37.459283
12.956951,37.459283
13.083980,37.589577
13.211009,37.589577
13.338038,37.589577
13.465067,37.589577
13.592096,37.589577
13.719125,37.589577
13.846154,37.589577
13.973183,37.524430
14.100212,37.459283
14.227241,37.459283
14.354270,37.524430
14.481299,37.524430
14.608327,37.524430
14.735356,37.524430
14.862385,37.524430
14.989414,37.524430
15.116443,37.524430
15.243472,37.524430
15.370501,37.524430
15.497530,37.524430
15.624559,37.524430
15.751588,37.524430
15.878617,37.524430
16.005646,37.524430
16.132675,37.524430
16.259704,37.524430
16.386733,37.524430
16.513761,37.524430
16.640790,37.524430
16.767819,37.524430
17.911080,37.524430
18.038109,37.524430
18.165138,37.524430
18.292167,37.524430
18.419195,37.524430
18.546224,37.524430
18.673253,37.524430
18.800282,37.524430
18.927311,37.524430
19.054340,37.524430
19.181369,37.524430
19.308398,37.524430
19.435427,37.524430
19.562456,37.524430
19.689485,37.524430
19.816514,37.524430
29.216655,12.899023
29.343684,12.899023
29.470713,12.899023
29.597742,12.899023
29.724771,12.899023
29.851800,12.899023
29.978829,12.899023
30.105857,12.899023
30.232886,12.899023
30.359915,12.899023
30.486944,12.899023
30.613973,12.899023
30.741002,12.899023
30.868031,12.899023
31.122089,12.768730
31.249118,12.768730
31.376147,12.768730
31.503176,12.768730
31.630205,12.768730
31.757234,12.768730
31.884263,12.768730
32.011291,12.768730
32.138320,12.768730
32.265349,12.768730
32.392378,12.768730
32.519407,12.768730
