time_sec,value
0.381087,70.994121
0.508116,85.788348
0.635145,85.788348
0.762174,85.788348
0.889203,85.788348
1.016231,85.788348
1.143260,86.429717
1.270289,86.429717
1.397318,86.429717
1.524347,86.429717
1.651376,86.429717
1.778405,86.429717
1.905434,86.429717
2.032463,86.429717
2.159492,86.429717
2.286521,86.429717
2.413550,86.429717
2.540579,86.429717
2.667608,86.429717
2.794637,86.429717
2.921665,86.429717
3.048694,86.429717
3.175723,83.735970
3.302752,83.735970
3.429781,83.735970
3.556810,83.735970
3.683839,83.735970
3.810868,83.735970
3.937897,83.735970
4.064926,83.735970
4.191955,83.607696
4.318984,83.564939
5.716302,83.735970
5.843331,83.735970
5.970360,83.735970
6.097389,83.735970
6.224418,83.735970
6.351447,83.735970
6.478476,83.735970
6.605505,83.735970
6.732534,83.607696
6.859562,83.564939
7.494707,82.581507
7.621736,82.581507
7.748765,82.581507
7.875794,82.581507
8.002823,82.581507
8.129852,82.581507
8.256881,82.581507
8.383910,82.538749
8.510939,82.410476
8.637968,82.410476
8.764996,82.410476
8.892025,82.410476
9.019054,82.410476
9.146083,82.410476
9.273112,82.410476
9.400141,82.410476
9.527170,83.735970
9.654199,83.735970
9.781228,83.735970
9.908257,83.735970
10.035286,83.735970
10.162315,83.735970
10.289344,83.735970
10.416373,83.735970
10.543402,86.087654
10.670430,86.087654
10.797459,86.258685
10.924488,86.258685
11.051517,86.258685
11.178546,86.258685
11.305575,87.284874
11.432604,87.284874
11.559633,87.455906
11.686662,87.455906
11.813691,87.455906
11.940720,87.455906
12.067749,87.455906
12.194778,87.455906
12.321807,87.455906
12.448836,87.455906
12.575865,91.218600
12.702893,91.218600
12.829922,91.304115
12.956951,91.304115
13.083980,93.185462
13.211009,93.185462
13.338038,97.504009
13.465067,97.675040
13.592096,97.675040
13.719125,97.675040
13.846154,97.675040
13.973183,97.675040
14.100212,97.675040
14.227241,97.675040
14.354270,97.675040
14.481299,97.504009
14.608327,97.504009
15.116443,93.099947
15.243472,94.211652
15.370501,94.211652
15.497530,94.211652
15.624559,94.211652
15.751588,94.211652
15.878617,94.211652
16.005646,94.211652
16.132675,94.211652
16.259704,94.211652
16.386733,94.211652
16.513761,94.211652
16.640790,94.211652
16.767819,94.211652
16.894848,94.211652
17.021877,94.211652
17.148906,94.211652
17.275935,94.211652
17.402964,94.211652
17.529993,97.760556
17.657022,97.760556
17.784051,97.760556
17.911080,97.760556
18.038109,98.743987
18.165138,98.743987
18.292167,98.743987
18.419195,98.743987
18.546224,98.743987
18.673253,98.743987
18.800282,98.743987
18.927311,98.743987
19.054340,98.743987
19.181369,98.743987
19.308398,98.743987
19.435427,98.743987
19.562456,98.743987
19.689485,98.743987
20.705716,148.599679
20.832745,148.599679
20.959774,148.685195
21.086803,148.685195
21.213832,149.711384
21.340861,149.711384
21.467890,149.711384
21.594919,149.711384
21.721948,149.711384
21.848977,149.711384
21.976006,149.711384
22.103035,149.711384
22.230064,149.369321
22.357092,149.369321
22.484121,152.105826
22.611150,152.105826
22.738179,152.191342
22.865208,152.191342
22.992237,152.191342
23.119266,152.191342
23.246295,152.191342
23.373324,152.191342
23.500353,152.191342
23.627382,152.191342
23.754411,152.191342
23.881440,152.191342
24.008469,152.191342
24.135498,152.191342
24.262526,151.549973
24.516584,149.754142
24.643613,149.754142
24.770642,149.754142
24.897671,149.754142
25.024700,149.754142
25.151729,149.754142
25.278758,149.754142
25.405787,149.754142
25.532816,147.487974
25.659845,147.487974
25.786874,144.537680
25.913903,144.537680
26.040932,144.537680
26.167960,144.537680
26.294989,144.537680
26.422018,144.537680
26.549047,149.754142
26.676076,149.754142
26.803105,149.754142
26.930134,149.754142
27.057163,149.754142
27.184192,149.754142
27.311221,149.754142
27.438250,149.754142
27.565279,149.754142
27.692308,149.754142
27.819337,149.754142
27.946366,149.754142
28.073394,149.583111
28.200423,149.540353
28.327452,144.537680
28.454481,144.537680
28.581510,144.537680
28.708539,144.537680
28.835568,144.537680
28.962597,144.537680
29.089626,144.537680
29.216655,144.537680
29.343684,144.537680
29.470713,144.537680
29.597742,139.235703
29.724771,139.235703
29.851800,139.235703
29.978829,139.235703
30.105857,139.235703
30.232886,139.235703
30.359915,139.235703
30.486944,139.235703
30.613973,139.235703
30.741002,139.235703
30.868031,139.235703
30.995060,139.235703
31.122089,139.235703
31.249118,139.235703
31.376147,139.235703
31.503176,139.235703
31.630205,138.166756
31.757234,138.166756
31.884263,138.166756
32.011291,138.166756
32.138320,138.166756
