time_sec,value
0.000000,124.290297
0.127029,124.290297
0.254058,124.290297
0.381087,124.290297
0.508116,124.290297
0.635145,124.290297
0.762174,124.290297
0.889203,124.290297
1.016231,124.290297
1.143260,124.290297
1.270289,124.290297
1.397318,124.290297
1.524347,124.290297
1.651376,124.290297
1.778405,124.290297
1.905434,124.290297
2.032463,124.290297
2.159492,124.290297
2.286521,124.290297
2.413550,124.290297
2.540579,123.605988
2.794637,124.290297
2.921665,124.290297
3.048694,124.290297
3.175723,124.290297
3.302752,124.290297
3.429781,124.290297
3.556810,124.290297
3.683839,124.290297
3.810868,124.033681
3.937897,124.033681
4.064926,124.033681
4.191955,124.033681
4.318984,124.033681
4.446013,123.990912
4.573042,123.862604
4.700071,123.819834
4.827100,123.819834
4.954128,123.819834
5.081157,123.819834
5.208186,123.819834
5.335215,123.563218
5.462244,122.707832
5.589273,122.707832
5.716302,122.622294
5.843331,122.622294
5.970360,122.622294
6.097389,122.622294
6.224418,122.536755
6.351447,122.536755
6.478476,122.536755
6.605505,122.536755
7.240649,120.997060
7.367678,120.997060
7.494707,120.997060
7.621736,120.997060
7.748765,121.510291
7.875794,121.510291
8.002823,121.510291
8.129852,121.510291
8.256881,121.510291
8.383910,123.734296
8.510939,123.734296
8.637968,123.734296
8.764996,123.734296
8.892025,126.899225
9.019054,126.941994
9.146083,127.070302
9.273112,127.070302
9.400141,127.070302
9.527170,127.070302
9.654199,127.070302
9.781228,127.070302
9.908257,127.070302
10.035286,127.070302
10.162315,126.770917
10.289344,126.728148
10.416373,124.290297
10.543402,124.290297
10.670430,124.290297
10.797459,124.290297
10.924488,124.290297
11.051517,124.290297
11.178546,124.290297
11.305575,124.290297
11.432604,124.290297
11.559633,124.290297
11.686662,124.290297
11.813691,124.290297
11.940720,124.290297
12.067749,123.434910
12.194778,123.434910
12.321807,123.434910
12.448836,123.434910
12.575865,123.434910
12.702893,123.392141
12.829922,122.921679
12.956951,122.878909
13.083980,122.836140
13.211009,122.836140
13.338038,122.836140
13.465067,123.734296
13.592096,123.777065
13.719125,124.076450
13.846154,124.119219
13.973183,124.119219
14.100212,124.119219
14.227241,124.119219
14.354270,124.119219
14.481299,124.119219
14.608327,124.119219
14.735356,124.119219
14.862385,124.119219
14.989414,124.119219
15.116443,124.119219
15.243472,123.605988
15.370501,123.605988
15.497530,123.605988
15.624559,123.605988
15.751588,123.605988
15.878617,123.605988
16.005646,123.520449
16.132675,123.520449
16.259704,124.290297
16.386733,124.290297
16.513761,124.290297
16.640790,124.290297
16.767819,124.290297
16.894848,124.290297
17.021877,124.290297
17.148906,124.290297
17.275935,124.290297
17.402964,124.290297
17.529993,124.290297
17.657022,124.290297
17.784051,124.290297
17.911080,124.290297
18.038109,124.290297
18.165138,124.290297
18.292167,124.290297
18.419195,124.290297
18.546224,124.290297
18.673253,124.290297
18.800282,124.290297
18.927311,124.290297
19.054340,124.290297
19.181369,124.290297
19.308398,124.290297
19.435427,124.290297
19.562456,123.777065
19.689485,123.777065
19.816514,123.777065
19.943543,123.777065
20.070572,123.777065
20.197601,123.777065
20.324629,123.777065
20.451658,123.777065
20.578687,123.306603
20.705716,122.237370
20.832745,122.237370
20.959774,122.237370
21.086803,122.237370
21.213832,122.237370
21.340861,122.237370
21.467890,122.237370
21.594919,122.237370
21.721948,122.066292
21.848977,122.066292
21.976006,122.066292
22.103035,122.066292
22.230064,119.029671
22.357092,118.217054
22.484121,118.217054
22.611150,118.217054
22.738179,118.217054
26.803105,123.007217
26.930134,123.007217
27.057163,123.007217
27.184192,123.007217
27.311221,123.007217
27.438250,123.007217
27.565279,123.007217
27.692308,123.007217
27.819337,122.878909
27.946366,122.878909
28.073394,123.221064
28.200423,123.306603
28.327452,123.306603
28.454481,123.306603
28.581510,123.306603
28.708539,123.306603
28.835568,123.306603
28.962597,123.306603
29.089626,123.306603
29.216655,123.306603
29.343684,123.306603
29.470713,123.178295
30.105857,121.852446
30.232886,121.852446
30.359915,121.852446
30.486944,121.852446
30.613973,121.852446
30.741002,121.852446
30.868031,121.852446
30.995060,121.852446
31.249118,119.029671
31.376147,119.029671
31.503176,119.029671
31.630205,119.029671
31.757234,119.029671
31.884263,119.029671
32.011291,119.029671
32.138320,118.986902
32.265349,118.259824
32.392378,118.259824
32.519407,118.259824
32.646436,121.510291
32.773465,121.510291
32.900494,121.595830
33.027523,121.595830
33.154552,121.595830
33.281581,121.595830
33.408610,121.595830
33.535639,121.595830
33.662668,121.595830
33.789697,121.595830
33.916725,121.595830
34.043754,121.595830
34.170783,121.510291
34.297812,121.510291
34.424841,122.280139
34.551870,122.280139
34.678899,122.365678
34.805928,122.365678
34.932957,122.365678
35.059986,122.365678
35.187015,122.365678
35.314044,122.365678
35.441073,122.365678
35.568102,122.365678
35.695131,121.339214
35.822159,121.339214
35.949188,121.339214
36.076217,121.339214
36.203246,121.253675
36.330275,121.253675
36.457304,121.253675
36.584333,121.253675
36.711362,121.766907
36.838391,121.766907
36.965420,121.766907
37.092449,121.766907
37.219478,121.766907
37.346507,121.766907
37.473536,121.766907
37.600565,121.766907
37.727594,121.766907
37.854622,121.766907
37.981651,121.424753
38.108680,121.424753
38.235709,122.793371
38.362738,122.793371
38.489767,122.793371
38.616796,122.793371
38.743825,122.793371
38.870854,122.793371
38.997883,122.793371
39.124912,122.793371
39.251941,122.707832
39.378970,122.707832
39.505999,122.280139
39.633028,122.280139
39.760056,122.280139
39.887085,122.280139
40.014114,122.194600
40.141143,122.194600
40.268172,121.937984
40.395201,121.937984
40.522230,121.852446
40.649259,121.852446
40.903317,120.825982
41.538462,118.944133
41.665490,118.944133
41.792519,118.944133
41.919548,118.944133
42.046577,119.029671
42.173606,119.029671
42.300635,120.740444
42.427664,120.740444
42.554693,120.740444
42.681722,120.740444
42.808751,120.740444
42.935780,120.740444
43.062809,120.740444
43.189838,120.740444
43.316867,121.595830
43.443896,121.595830
43.570924,121.595830
43.697953,121.595830
43.824982,121.595830
43.952011,121.638599
44.079040,122.109062
44.206069,122.151831
44.333098,122.793371
44.460127,122.793371
44.587156,122.793371
44.714185,122.793371
44.841214,122.793371
44.968243,122.793371
45.095272,122.793371
45.222301,122.793371
45.349330,122.707832
45.476359,122.707832
45.730416,122.023523
45.857445,121.980754
45.984474,121.937984
46.365561,121.125368
46.492590,124.290297
46.619619,124.290297
46.746648,124.290297
46.873677,124.290297
47.000706,124.290297
47.127735,124.290297
47.254764,124.290297
47.381793,124.290297
47.508821,124.290297
47.635850,124.290297
47.762879,122.878909
47.889908,122.750601
48.016937,122.793371
48.143966,122.793371
48.270995,122.793371
48.398024,122.793371
48.525053,122.793371
48.652082,122.793371
48.779111,122.793371
48.906140,122.750601
49.033169,122.707832
49.160198,121.809677
49.287227,121.809677
49.414255,121.809677
